Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Will you ask anything about myself	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What do you want to learn about	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What do you want to know about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What do you want to know about	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What do you want to ask me about?	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What do you want me to tell you who I am?	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Ask me questions	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What would you like to know about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask something	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Would you ask me anything about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Would you ask me anything	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Would you ask anything about myself	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Would you ask anything about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Would you ask anything	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask anything	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask something about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
What do you want me to tell you about me?	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask me something about myself	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask me something about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask me something	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask me anything about myself	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask me anything about me	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask me anything	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Will you ask something about myself	I can't think of anything to ask!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	25
Do you know how to play a game?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you jump rope?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you draw something?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you paint my house?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you mow the lawn?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you make me a sandwich?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you make a sculpture?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you make a pot of tea?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you make a cup of coffee?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you make a call?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you listen to the radio?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you learn?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you plant a tree?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you jump?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you plant a vegetable garden?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you go to the moon?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you go to the doctor?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you go on vacation?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you go for a walk?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you get a haircut?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you fly?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you fly	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you find the remote?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you fight with	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you fight	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to breathe under water?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you learn from people chatting with you	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you send a package?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you tie my shoes?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you teleport?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you take my temperature?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to put out a fire?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to play a game?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to jump rope?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to go to the moon?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to draw a picture?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to do my homework?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to dance?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you paint?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you serve on a jury?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you draw a picture?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you scratch my back?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you read my mind?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you put out a fire?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you predict the future?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play the guitar?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play sports?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play soccer?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play football?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play baseball?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play a game?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you play a dvd?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you show me how to breathe under water?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to go for a walk?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you feed the cat?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to put out a fire?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to play a game?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to play a dvd?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to paint my house?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to mow the lawn?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to make a call?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to listen to the radio?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to jump rope?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to go to the moon?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to scratch my back?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to go on vacation?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to send a package?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to get a haircut?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to feed the cat?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to draw something?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to draw a picture?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to do my homework?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to do my chores?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to dance?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to cook dinner?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to check my email?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to change the channel?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to buy groceries?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to go to the doctor?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you bake me cookies?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you do my homework?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you do my chores?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you do fight	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you dance?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you count to a million?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you cook me something?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you cook dinner?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you cook dinner for me	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you climb a mountain?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you change the channel?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to read my mind?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you breathe under water?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you water my plants?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Buy groceries	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Buy an ad	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Brush your teeth	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Breathe under water	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Balance my checkbook	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to write my report?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to watch videos?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to turn into a super hero?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to teleport?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to take my temperature?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Are you able to serve on a jury?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you buy groceries?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Fly then	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Can you turn into a super hero?	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
Jump rope	Nope!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	26
